"","Species","X.2","X.1","X","GrowthForm_CTD","LHS_CTD","Abund_CTD","IUCNstatus","MeanPCcover","Range","ReefArea_Range","major_clade","family_molecules","family_morphology","larval","sexual","nominal.species","Lower_bound","Mean","Upper_bound","IUCN_conservation_status","Abundance_GBR","Abundance_world","Coloniality","Depth_lower","Depth_upper","Eastern-most_range_edge","Genus_fossil_age","Growth_form_typical","IUCN_Red_List_category","Life_history_strategy","Mode_of_larval_development","Northern-most_range_edge","Ocean_basin","Oocyte_size_at_maturity","Range_size","Sexual_system","Southern-most_range_edge","Species_age_phylogeny","Substrate_attachment","Water_clarity_preference","Wave_exposure_preference","Western-most_range_edge","Zooxanthellate","Polyp_fecundity","Colony_maximum_diameter","Corallite_width_maximum","Corallite_width_minimum","Growth_form_Wallace","Growth_outline_type","Growth_rate","Nitrogen_concentration","Phosphorus_concentration","Sample_identifier","Calcification_rate","Skeletal_density","Skeletal_micro-density","Symbiodinium_density","Tissue_thickness","Propagule_size_on_release","Symbiodinium_sp._in_propagules","Colony_area","Colony_shape_factor","Distance_from_crest","Polyps_per_area","Ratio_of_female_to_male_gonads","Size_at_maturity","Colony_bleached","Mitotic_index","RNA:DNA_ratio","Chlorophyll_a","Lipid_content","Total_biomass","Protein_biomass","Age_at_maturity","Eggs_per_area","Generation_time","Mesentery_fecundity","Number_of_septa_per_corallite","Dark_respiration","Gross_photosynthesis","Larval_swimming_speed","Dissolved_oxygen_concentration","Distance_from_shore","Downward_flux_of_suspended_particulate_matter","Light_extinction_coefficient","Nitrite-nitrate_concentration","Particulate_organic_matter_concentration","Phosphate_concentration","Salinity","Suspended_particulate_matter_concentration","Individual_identifier","Propagule_age","Rainfall","Sunlight","Colony_surface_area","pre_fecundity"
"249","Pocillopora eydouxi",278,279,279,"branching_open","competitive","common","NT",0.729,95030081,240146,"Robust","Pocilloporidae","Pocilloporidae","spawner","hermaphrodite",NA,28.483883404729,32.3078034939699,36.0784834583219,"Near Threatened","common","common","colonial","20","1.25","-164.371680291","57.04","massive","LC","competitive","spawner","29.13327172","pacific","656","46194025.315","gonochore","-33.72897593","1.47794569974335","unattached","clear","protected","34.0762803","zooxanthellate",NA,"100","1.6","1.8",NA,NA,"12.325",NA,NA,NA,"0.14",NA,NA,NA,NA,"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.8",NA,NA,NA,NA,NA,NA,"0.36","1.61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Pocillopora meandrina",279,280,280,"branching_closed","competitive","common","LC",0.905,80189143,212495,"Robust","Pocilloporidae","Pocilloporidae","spawner","hermaphrodite",NA,83.4007535140144,94.6708717232447,105.763099536402,"Least Concern","uncommon","common","colonial","20","3","-176.15436601","57.04","digitate","NT","competitive","spawner","29.99398698","pacific",NA,"35919861.375","gonochore","-32.40054695","1.1383343701485","attached","both","broad","80.3553567","zooxanthellate",NA,"30","0.9","1.8",NA,NA,"58",NA,NA,NA,"0.392916666666667","1.7",NA,NA,NA,NA,"no",NA,NA,NA,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Pocillopora verrucosa",280,281,281,"branching_closed","competitive","common","LC",1.506,105847101,246456,"Robust","Pocilloporidae","Pocilloporidae","spawner","hermaphrodite",NA,148.998764702756,168.580879206785,188.484779338576,"Least Concern","common","common","colonial","40","1","-176.42694881","57.04","branching_closed","VU","competitive","spawner","29.89138303","pacific","622","23427019.495","hermaphrodite","-24.59775592","1.75276446920148","attached","clear","protected","94.7714611","zooxanthellate",NA,"100","0.8","3.9",NA,NA,"32.7",NA,NA,NA,NA,NA,NA,"1710000","0.4","368","no",NA,NA,NA,87,NA,NA,NA,"4.4",NA,NA,NA,"7.4795",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Pocillopora woodjonesi",281,282,282,"branching_open",NA,"uncommon","LC",0.102,43962972,197014,"Robust","Pocilloporidae","Pocilloporidae",NA,NA,NA,0.0324429563927516,0.0367358162963049,0.0411055886547141,"Least Concern","common","uncommon","colonial","15","0.75","-167.59489986","57.04","digitate","VU",NA,NA,"29.73288783","pacific",NA,"28839790.75",NA,"-25.1274114","1.54807530543577","attached","clear","broad","69.4325333","zooxanthellate",NA,NA,"1.6","2.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Podabacia crustacea",282,283,283,"encrusting",NA,"common","LC",0.025,62789839,234730,"Robust","Fungiidae","Fungiidae",NA,"gonochore",NA,0.107865379948599,0.123166053067079,0.138269024976874,"Least Concern","common","uncommon","colonial","15","1","-138.11931299","57.04","digitate","LC",NA,NA,"28.71895526","pacific",NA,"38412408.995","hermaphrodite","-27.35763582","1.73182724215747","attached","clear","protected","33.0813345","zooxanthellate",NA,"204","1.1","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Podabacia motuporensis",283,284,284,"encrusting",NA,"uncommon","NT",0.062,45324207,186987,"Robust","Fungiidae","Fungiidae",NA,NA,NA,0.656717293056937,0.747825697840731,0.840356728690956,"Near Threatened","common","common","colonial","20","1","-90.06029058","29.46","laminar","LC",NA,NA,"36.76090556","pacific",NA,"86777862.15",NA,"-34.5739876","0.898085371393526","attached","clear","exposed","22.8563496","zooxanthellate",NA,NA,"0.8","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Polyphyllia talpina",284,285,285,"massive",NA,"common","LC",0.018,49248238,205957,"Robust","Fungiidae","Fungiidae",NA,"gonochore",NA,1.80506744489797,2.06126823032141,2.31626318351663,"Least Concern","common","uncommon","colonial","14.5","1","-168.11175914",NA,"branching_closed","VU",NA,NA,"30.45457713","pacific",NA,"52685304.115","hermaphrodite","-32.04477628","1.62557325982637","attached","clear","protected","32.0141731","zooxanthellate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Porites annae",285,286,286,"digitate","stress-tolerant","common","NT",0.214,35214232,189637,"Complex","Poritidae","Poritidae","spawner","gonochore",NA,47.918945501816,54.6251065129043,61.4006715786942,"Near Threatened","uncommon","uncommon","colonial","20","1.33333333333333","133.1560672","10.5275","branching_closed","VU","generalist","spawner","19.65821127","pacific","389","8286167.8075","gonochore","-11.51105879","1.47689669458384","attached","clear","broad","94.9918981","zooxanthellate",NA,NA,"2.5","0.6",NA,NA,NA,NA,NA,NA,NA,"1.965",NA,NA,NA,NA,"yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Porites attenuata",286,287,287,"branching_closed",NA,"common","VU",0.671,24741269,127579,"Complex","Poritidae","Poritidae",NA,NA,NA,5.2252364215418,5.96106487350173,6.70232859381716,"Vulnerable",NA,"common","colonial","40","1","-80.53938347","14.565","digitate","LC",NA,NA,"30.56919983","pacific",NA,"74903428.785",NA,"-29.52133903","1.64328050182565","attached","clear","broad","31.2727165","zooxanthellate",NA,NA,"4.6","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Porites horizontalata",288,289,289,"digitate",NA,"uncommon","VU",0.41,35388978,138126,"Complex","Poritidae","Poritidae",NA,"gonochore",NA,21.1226816677149,24.0508945356623,26.9585816565689,"Vulnerable",NA,"common","colonial","20","2","-137.63251408","25.82","massive","LC",NA,NA,"32.59708471","pacific",NA,"76019374.465","gonochore","-34.39151949","1.04399818878696","attached","clear","broad","24.3338345","zooxanthellate",NA,NA,"3.8","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Porites latistella",289,290,290,"digitate",NA,"uncommon","LC",0.19,42849223,147197,"Complex","Poritidae","Poritidae",NA,NA,NA,3.05877722293945,3.4776478278197,3.90005878619907,"Least Concern",NA,"uncommon","colonial","33.3333333333333","1","153.97252116","25.82","branching_closed","VU",NA,NA,"19.80787186","pacific",NA,"8211122.322",NA,"-13.20940506","1.78451550812609","attached","clear","protected","94.8197885","zooxanthellate",NA,NA,"1.1","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Porites lichen",290,291,291,"laminar",NA,"common","LC",1.337,97707217,237144,"Complex","Poritidae","Poritidae",NA,NA,NA,54.2986425269559,61.3820316073743,68.3694372611252,"Least Concern","common","uncommon","colonial","21","1.5","-137.77114978","46.44","encrusting","LC",NA,NA,"29.96524367","pacific",NA,"44158265.635",NA,"-28.99936448","1.60557191319123","attached","clear","broad","80.5006656","zooxanthellate",NA,NA,"0.8","25",NA,NA,"41.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Porites nigrescens",291,292,292,"branching_closed",NA,"uncommon","VU",0.719,55805993,226520,"Complex","Poritidae","Poritidae",NA,NA,NA,55.7708265975633,63.2373448390833,70.5052585378259,"Vulnerable","common","common","colonial","25","1.5","-138.05686124","46.44","columnar","NT",NA,NA,"31.13407822","pacific",NA,"56833826.775",NA,"-33.7834359","0.932787995219772","attached","both","broad","37.1240953","zooxanthellate",NA,NA,"2.3","9",NA,NA,"0.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Porites rugosa",292,293,293,"branching_closed",NA,"uncommon","VU",1.603,4948804,68903,"Complex","Poritidae","Poritidae",NA,NA,NA,7.40115577506458,8.33938131309032,9.28847363156752,"Vulnerable",NA,"common","colonial","40","2","-104.89704383","46.44","submassive","LC",NA,NA,"37.03576346","pacific",NA,"68134656.775",NA,"-34.68908559","1.04596643210847","attached","clear","broad","31.5350756","zooxanthellate",NA,"9","0.7","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Porites rus",293,294,294,"digitate","weedy","common","LC",0.693,85048962,231553,"Complex","Poritidae","Poritidae","spawner","gonochore",NA,131.318337274625,147.862962178073,164.416952659905,"Least Concern","common","common","colonial","36.6666666666667","16.6666666666667","-136.37800096","62.38","massive","LC","competitive","spawner","29.96708351","pacific",NA,"48010876.36","hermaphrodite","-33.43996587","1.09298743897704","unattached","both","broad","67.3370182","zooxanthellate",NA,"100","1.1","0.9",NA,NA,"0.08375",NA,NA,NA,"0.414",NA,NA,"368000","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","Porites solida",295,296,296,"massive",NA,"common","LC",0.068,84878857,241975,"Complex","Poritidae","Poritidae","spawner","gonochore",NA,0.599187056207813,0.677135937034613,0.755381897219688,"Least Concern","common","uncommon","colonial","26","10.6666666666667","-176.08004392","16.3925","columnar","LC",NA,"spawner","29.22496584","pacific",NA,"37333716.13","hermaphrodite","-34.94269505","1.25605198062193","attached","turbid","protected","80.223962","zooxanthellate",NA,NA,"1.4","2.8",NA,NA,"7.16",NA,NA,NA,NA,"1.44",NA,"1920000","1.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Porites tuberculosa",296,297,297,"branching_closed",NA,"uncommon","VU",0.819,6519344,85975,"Complex","Poritidae","Poritidae",NA,NA,NA,7.48981824516638,8.41549434248363,9.3482853430856,"Vulnerable",NA,"uncommon","colonial","10","2","-176.12809969","16.3925","branching_closed","NT",NA,NA,"32.38220391","pacific",NA,"51722224.935",NA,"-32.91827048","2.9626494666299","attached","clear","exposed","31.7109374","zooxanthellate",NA,NA,"33.5","2.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Porites vaughani",297,298,298,"encrusting",NA,"uncommon","LC",0.613,42673560,200257,"Complex","Poritidae","Poritidae",NA,NA,NA,25.0618933433467,28.4466734223787,31.9051233872294,"Least Concern","common","common","colonial","48.75","0","-138.28174399","16.3925","branching_closed","LC",NA,NA,"32.07198788","pacific",NA,"57114396.93",NA,"-32.45294643","1.05192415810756","attached","clear","broad","31.8660454","zooxanthellate",NA,"500","35","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","Psammocora digitata",299,300,300,"columnar",NA,"common","NT",0.075,62785261,214674,"Robust","Psammocoridae","Siderastreidae",NA,"gonochore",NA,0.229964079384476,0.261385364994347,0.29312547824062,"Near Threatened","common","common","colonial","45","0","-139.19674529","16.3925","encrusting","LC",NA,NA,"36.97585093","pacific",NA,"55528344.635","hermaphrodite","-33.02364298","2.60488740583565","attached","clear","broad","32.0949416","zooxanthellate",NA,"500","15","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Psammocora profundacella",301,303,303,"encrusting","generalist","common","LC",0.048,106091998,238897,"Robust","Psammocoridae","Siderastreidae","spawner",NA,"Psammocora profundacella",46.4013070282931,52.2406388697014,57.9973996563299,"Least Concern","common","rare","colonial","40","2","133.38453189","32.425","encrusting","VU",NA,"spawner","20.36306782","pacific",NA,"7179964.3425",NA,"-13.34636589","4.1556255604686","attached","clear","protected","94.5138452","zooxanthellate",NA,NA,"35","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Sandalolitha robusta",303,305,305,"massive",NA,"common","LC",0.053,50751956,207415,"Robust","Fungiidae","Fungiidae","spawner","gonochore",NA,0.22337186197908,0.252693832262139,0.281420260241739,"Least Concern","common","common","colonial","40","7","-141.29350432","32.425","digitate","LC",NA,"spawner","37.13714009","pacific",NA,"64595910.44","gonochore","-33.02364298","0.762598022830187","attached","clear","protected","31.449785","zooxanthellate",NA,"12","1.1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Scapophyllia cylindrica",304,306,306,"columnar",NA,"uncommon","LC",0.033,37829329,189486,"Robust","Merulinidae","Merulinidae","spawner","hermaphrodite",NA,0.51698790760812,0.588336511180355,0.660303497841449,"Least Concern","common","common","colonial","40","2","-136.87537667","32.425","branching_closed","NT",NA,"spawner","37.59605597","pacific",NA,"67348187.645","hermaphrodite","-35.16725933","1.03543310292614","attached","clear","exposed","27.7376321","zooxanthellate",NA,NA,"4.2","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Seriatopora caliendrum",305,307,307,"branching_closed",NA,"uncommon","NT",0.054,54567760,229041,"Robust","Pocilloporidae","Pocilloporidae","brooder",NA,NA,2.7881852107409,3.18194926690808,3.57924433249862,"Near Threatened","uncommon","common","colonial","40","2","-174.81887998","0.13","massive","LC",NA,"spawner","36.79458631","pacific",NA,"53559558.525",NA,"-33.56634036","0.242775439656758","attached","clear","exposed","31.6822825","zooxanthellate",NA,NA,"3.3","1",NA,NA,"16.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Seriatopora hystrix",306,308,308,"branching_closed","weedy","common","LC",0.412,63365067,232594,"Robust","Pocilloporidae","Pocilloporidae","brooder","hermaphrodite",NA,14.5544717717956,16.5566255045104,18.554732527498,"Least Concern","common","common","colonial","20","12","-174.6438528","25.666","massive","LC","competitive","spawner","36.61955913","pacific","261","46384133.355","hermaphrodite","-33.74136754","0.592451325376447","attached","clear","exposed","31.6822825","zooxanthellate",NA,NA,"20","0.6",NA,NA,"40.3","1.0233104582","0.228018081","132",NA,"1.7125",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,NA,NA,NA,"1.088102245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.1947191011236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Stylocoeniella armata",307,309,309,"encrusting",NA,"common","LC",0.019,58384864,217438,"Robust","Pocilloporidae","Astrocoeniidae",NA,NA,NA,1.14539575128706,1.30235643657191,1.4582276618987,"Least Concern","common","common","colonial","37.5","8.33333333333333","-167.540316697","52.44","massive","LC",NA,NA,"36.74000672","pacific",NA,"51655363.365",NA,"-34.20926081","0.113861573199446","attached","clear","broad","33.3701553","zooxanthellate",NA,NA,"1.5","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Stylocoeniella cocosensis",308,310,310,"encrusting",NA,"rare","VU",0.01,5452772,68861,"Robust","Pocilloporidae","Astrocoeniidae",NA,NA,NA,0.201716116080537,0.228190619106839,0.255010111081199,"Vulnerable",NA,"common","colonial","15","2","-167.873221339","52.44","encrusting","LC",NA,NA,"36.97318953","pacific",NA,"55006164.78",NA,"-34.20327242","1.19564811796931","attached","clear","protected","24.5176909","zooxanthellate",NA,NA,"1.2","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Stylocoeniella guentheri",309,311,311,"digitate",NA,"common","LC",0.024,67241384,237640,"Robust","Pocilloporidae","Astrocoeniidae",NA,NA,NA,1.12338331487367,1.27336034002962,1.4245023285285,"Least Concern","uncommon","common","colonial","20","0","-137.14207135","52.44","laminar","LC",NA,NA,"36.9237132","pacific",NA,"57131446.49",NA,"-40.47009223","0.982794085305335","attached","both","exposed","31.6782463","zooxanthellate",NA,"500","1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Stylophora pistillata",310,312,312,"branching_closed","weedy","common","NT",0.433,69104066,240093,"Robust","Pocilloporidae","Pocilloporidae","brooder","hermaphrodite",NA,12.1340894112858,13.8171135550643,15.4819681196398,"Near Threatened","common","uncommon","colonial","43.3333333333333","5.33333333333333","-136.99572877","52.44","laminar","VU","competitive","spawner","36.21196191","pacific",NA,"67106782.97","hermaphrodite","-37.43026469","0.876113953746796","attached","turbid","protected","31.6765571","zooxanthellate",1.023,NA,"1.2","0.3",NA,NA,"59.34","0.85902918","0.136597015","272",NA,"1.5",NA,NA,NA,NA,"no",NA,NA,NA,112,"0.37","10.07859514",NA,NA,"1.620080053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.251875",NA,NA,"3.6",NA,NA,NA,NA,NA,NA,NA,"4.9775",1.14576e+12
"277","Symphyllia agaricia",311,313,313,"massive",NA,"common","LC",0.067,56109548,229070,"Robust","Lobophyllidae","Mussidae",NA,NA,NA,4.41608717615895,5.04673278060779,5.6802189825968,"Least Concern","common","uncommon","colonial","29.3333333333333","5","-175.80532483","52.44","massive","VU",NA,NA,"36.68392706","pacific",NA,"52543012.76",NA,"-34.2135967","0.905613304602451","attached","clear","exposed","31.3457126","zooxanthellate",NA,NA,"1.3","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Symphyllia radians",312,314,314,"massive",NA,"common","LC",0.121,47597863,219322,"Robust","Lobophyllidae","Mussidae","spawner","hermaphrodite",NA,5.01210224628585,5.72168566988917,6.43676250199806,"Least Concern","common","uncommon","colonial","20.5","5","-173.42699363","52.44","massive","LC",NA,"spawner","29.77304929","pacific",NA,"23290376.57","hermaphrodite","-24.85411268","1.51042700834309","unattached","clear","protected","94.8715543","zooxanthellate",NA,NA,"1.8","0.7",NA,NA,NA,"1.568650182","0.203006611","174.714285714286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.351275669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Symphyllia recta",313,315,315,"massive",NA,"common","LC",0.083,58323883,212136,"Robust","Lobophyllidae","Mussidae","spawner","hermaphrodite",NA,2.75955142281977,3.12049293689571,3.47943317449351,"Least Concern","common","common","colonial","37.4","0","-137.3474436","52.44","massive","LC",NA,"spawner","36.03063196","pacific",NA,"64652312.74","hermaphrodite","-36.54160431","2.47727808303031","attached","both","broad","26.9928024","zooxanthellate",NA,NA,"1.5","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Symphyllia valenciennesii",314,316,316,"encrusting",NA,"common","LC",0.035,58058952,228279,"Robust","Lobophyllidae","Mussidae",NA,NA,NA,0.110777757586104,0.125811007980347,0.140657096185075,"Least Concern","common","rare","colonial","22.5","3.75","-176.23392741","52.44","branching_open","VU",NA,NA,"30.3465097","pacific",NA,"25535461.155",NA,"-28.93109775","2.0510166523841","attached","clear","protected","94.786195","zooxanthellate",NA,NA,"1","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Turbinaria frondens",315,317,317,"laminar","generalist","common","LC",0.2,60112674,227637,"Complex","Dendrophylliidae","Dendrophylliidae","spawner","gonochore",NA,0.685879909718897,0.774234171483328,0.861793092822994,"Least Concern","common","uncommon","colonial","17.5","0","-136.33745034","52.44","branching_open","LC","competitive","spawner","31.21066413","pacific",NA,"63419684.165","hermaphrodite","-34.0029668","3.87591025313423","attached","clear","exposed","25.0445129","zooxanthellate",NA,"100","0.9","0.7",NA,NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Turbinaria reniformis",317,319,319,"laminar",NA,"uncommon","VU",0.247,70086078,240553,"Complex","Dendrophylliidae","Dendrophylliidae","spawner","gonochore",NA,1.09528947295393,1.24170918433842,1.38764750342053,"Vulnerable","uncommon","uncommon","colonial","9.33333333333333","4","-169.99388497","52.44","corymbose","VU",NA,"spawner","29.08305865","pacific",NA,"47171291.805","hermaphrodite","-31.67116472","1.06543566288177","attached","clear","broad","35.8670617","zooxanthellate",NA,"20","1","0.8",NA,NA,NA,"0.6534580955","0.1667648204","82.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.092138908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
